2017-08-18 12:13:10,070 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 277.0 (TID 555)
2017-08-18 12:24:45,044 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:24:45,044 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030275000 ms
2017-08-18 12:24:50,024 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030290000 ms
2017-08-18 12:24:50,024 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030290000 ms.0 from job set of time 1503030290000 ms
2017-08-18 12:24:50,062 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:24:50,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 417 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:24:50,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 417 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:24:50,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:24:50,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:24:50,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 417 (MapPartitionsRDD[835] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:24:50,070 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_417 stored as values in memory (estimated size 34.5 KB, free 413.3 MB)
2017-08-18 12:24:50,076 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_417_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.2 MB)
2017-08-18 12:24:50,076 [dispatcher-event-loop-2] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_417_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:24:50,077 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 417 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:24:50,078 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 417 (MapPartitionsRDD[835] at map at streamingProcessNew.scala:49)
2017-08-18 12:24:50,078 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 417.0 with 2 tasks
2017-08-18 12:24:50,082 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 417.0 (TID 834, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:24:50,083 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 417.0 (TID 835, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:24:50,083 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 417.0 (TID 835)
2017-08-18 12:24:50,083 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 417.0 (TID 834)
2017-08-18 12:24:50,087 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:24:50,087 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:24:50,093 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 417.0 (TID 834). 714 bytes result sent to driver
2017-08-18 12:24:50,093 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 417.0 (TID 835). 714 bytes result sent to driver
2017-08-18 12:24:50,096 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 417.0 (TID 834) in 18 ms on localhost (1/2)
2017-08-18 12:24:50,096 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 417.0 (TID 835) in 14 ms on localhost (2/2)
2017-08-18 12:24:50,097 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 417.0, whose tasks have all completed, from pool 
2017-08-18 12:24:50,097 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 417 (foreachPartition at streamingProcessNew.scala:50) finished in 0.019 s
2017-08-18 12:24:50,097 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 417 finished: foreachPartition at streamingProcessNew.scala:50, took 0.034711 s
2017-08-18 12:24:50,098 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030290000 ms.0 from job set of time 1503030290000 ms
2017-08-18 12:24:50,098 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.098 s for time 1503030290000 ms (execution: 0.074 s)
2017-08-18 12:24:50,098 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 833 from persistence list
2017-08-18 12:24:50,099 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 833
2017-08-18 12:24:50,099 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 832 from persistence list
2017-08-18 12:24:50,100 [block-manager-slave-async-thread-pool-35] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 832
2017-08-18 12:24:50,100 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:24:50,100 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030280000 ms
2017-08-18 12:24:55,020 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030295000 ms
2017-08-18 12:24:55,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030295000 ms.0 from job set of time 1503030295000 ms
2017-08-18 12:24:55,050 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:24:55,051 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 418 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:24:55,051 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 418 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:24:55,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:24:55,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:24:55,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 418 (MapPartitionsRDD[837] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:24:55,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_418 stored as values in memory (estimated size 34.5 KB, free 413.2 MB)
2017-08-18 12:24:55,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_418_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.2 MB)
2017-08-18 12:24:55,065 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_418_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:24:55,065 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 418 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:24:55,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 418 (MapPartitionsRDD[837] at map at streamingProcessNew.scala:49)
2017-08-18 12:24:55,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 418.0 with 2 tasks
2017-08-18 12:24:55,068 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 418.0 (TID 836, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:24:55,069 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 418.0 (TID 837, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:24:55,069 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 418.0 (TID 837)
2017-08-18 12:24:55,069 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 418.0 (TID 836)
2017-08-18 12:24:55,071 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:24:55,071 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:24:55,074 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 418.0 (TID 836). 714 bytes result sent to driver
2017-08-18 12:24:55,074 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 418.0 (TID 837). 714 bytes result sent to driver
2017-08-18 12:24:55,076 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 418.0 (TID 836) in 10 ms on localhost (1/2)
2017-08-18 12:24:55,076 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 418.0 (TID 837) in 8 ms on localhost (2/2)
2017-08-18 12:24:55,076 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 418.0, whose tasks have all completed, from pool 
2017-08-18 12:24:55,077 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 418 (foreachPartition at streamingProcessNew.scala:50) finished in 0.010 s
2017-08-18 12:24:55,077 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 418 finished: foreachPartition at streamingProcessNew.scala:50, took 0.026693 s
2017-08-18 12:24:55,078 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030295000 ms.0 from job set of time 1503030295000 ms
2017-08-18 12:24:55,078 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.078 s for time 1503030295000 ms (execution: 0.058 s)
2017-08-18 12:24:55,078 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 835 from persistence list
2017-08-18 12:24:55,078 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 835
2017-08-18 12:24:55,078 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 834 from persistence list
2017-08-18 12:24:55,078 [block-manager-slave-async-thread-pool-35] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 834
2017-08-18 12:24:55,078 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:24:55,078 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030285000 ms
2017-08-18 12:25:00,020 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503030300000 ms
2017-08-18 12:25:00,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503030300000 ms.0 from job set of time 1503030300000 ms
2017-08-18 12:25:00,053 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:25:00,054 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 419 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:25:00,054 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 419 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:25:00,054 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:25:00,054 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:25:00,054 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 419 (MapPartitionsRDD[839] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:25:00,059 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_419 stored as values in memory (estimated size 34.5 KB, free 413.1 MB)
2017-08-18 12:25:00,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_419_piece0 stored as bytes in memory (estimated size 25.2 KB, free 413.1 MB)
2017-08-18 12:25:00,065 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_419_piece0 in memory on 192.168.31.111:60809 (size: 25.2 KB, free: 413.6 MB)
2017-08-18 12:25:00,065 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 419 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:25:00,065 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 419 (MapPartitionsRDD[839] at map at streamingProcessNew.scala:49)
2017-08-18 12:25:00,065 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 419.0 with 2 tasks
2017-08-18 12:25:00,069 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 419.0 (TID 838, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:25:00,070 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 419.0 (TID 839, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:25:00,070 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 419.0 (TID 839)
2017-08-18 12:25:00,070 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 419.0 (TID 838)
2017-08-18 12:25:00,074 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:25:00,074 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:25:00,077 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 419.0 (TID 838). 714 bytes result sent to driver
2017-08-18 12:25:00,077 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 419.0 (TID 839). 714 bytes result sent to driver
2017-08-18 12:25:00,080 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 419.0 (TID 839) in 10 ms on localhost (1/2)
2017-08-18 12:25:00,080 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 419.0 (TID 838) in 14 ms on localhost (2/2)
2017-08-18 12:25:00,080 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 419.0, whose tasks have all completed, from pool 
2017-08-18 12:25:00,080 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 419 (foreachPartition at streamingProcessNew.scala:50) finished in 0.014 s
2017-08-18 12:25:00,081 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 419 finished: foreachPartition at streamingProcessNew.scala:50, took 0.027887 s
2017-08-18 12:25:00,081 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503030300000 ms.0 from job set of time 1503030300000 ms
2017-08-18 12:25:00,081 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.081 s for time 1503030300000 ms (execution: 0.060 s)
2017-08-18 12:25:00,081 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 837 from persistence list
2017-08-18 12:25:00,082 [block-manager-slave-async-thread-pool-38] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 837
2017-08-18 12:25:00,082 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 836 from persistence list
2017-08-18 12:25:00,082 [block-manager-slave-async-thread-pool-35] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 836
2017-08-18 12:25:00,082 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:25:00,082 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503030290000 ms
